No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Category,Unknown,Remaining_data,Url_Keywords,Priority Rank
6959,jobs in kanpur,14800,8,500,$0.05,19,23,https://www.olx.in/kanpur_g4059295/jobs_c4,Kanpur,Unknown,Unknown,Unknown,Kanpur,Unknown,,,,1
6960,jeep open,14800,5,975,$0,1,22,https://www.olx.in/uttar-pradesh_g2001176/q-modified-open-jeep,Unknown,Uttar Pradesh,India,Unknown,Unknown,Unknown,,,,1
6961,redmi y2,22200,18,82,$0.01,46,38,https://www.olx.in/en-in/mobiles_c1411/q-redmi-y2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6962,real estate meaning,22200,37,31,$0,1,81,https://www.olx.in/blog/properties/what-is-real-estate-meaning-types-characteristics/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6963,rc bike,14800,44,31,$0.01,1,23,https://www.olx.in/en-in/theni_g4059214/motorcycles_c81?filter=model_eq_ktm-rc-200-%5B2020%5D,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6964,ram car,14800,27,34,$0.20,1,54,https://www.olx.in/cars_c84/q-ram,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6965,part time jobs chennai,18100,6,975,$0.10,1,10,https://www.olx.in/en-in/chennai_g4059162/jobs_c4/q-part-time,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
6966,olx guwahati,12100,1,4499,$0,1,21,https://www.olx.in/en-in/guwahati_g4058604/q-guwahati-assam,Guwahati,Assam,India,North East,Guwahati,Unknown,,,,1
6967,nokia phone n73,14800,17,87,$0.01,16,32,https://www.olx.in/nokia-mobile-phones_c1453/q-n73?filter=make_eq_nokia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6968,nokia lumia 1020 windows phone,14800,54,31,$0.01,5,30,https://www.olx.in/en-in/mobile-phones_c1453/q-lumia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6969,spare parts for car,14800,25,39,$0.14,8,53,https://www.olx.in/en-in/chennai_g4059162/spare-parts_c1585,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
6970,small refrigerator,14800,7,694,$0.02,100,53,https://www.olx.in/en-in/mu-1_g5455197/fridges_c1617?filter=type_eq_mini-fridge,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6971,sleeper coach bus,14800,16,134,$0.09,6,31,https://www.olx.in/en-in/commercial-other-vehicles_c85/q-sleeper,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6972,shop racking,14800,28,35,$0.05,100,16,https://www.olx.in/furniture_c628/q-shop-rack,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6973,samsung old phones,14800,2,4499,$0.12,15,22,https://www.olx.in/en-in/mobile-phones_c1453/q-old-samsung-phone,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6974,samsung a04,14800,38,31,$0.02,85,48,https://www.olx.in/en-in/items/q-samsung-galaxy-a04,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6975,sagar in karnataka,14800,17,87,$0.09,1,23,https://www.olx.in/sagar_g4058849/properties_c3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6976,sabse sasti cars,14800,53,31,$0.11,8,20,https://www.olx.in/blog/cars/cheapest-cars-in-india/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6977,royal homes,12100,70,31,$0.33,4,26,https://www.olx.in/real-estate_c3/q-royal-houses,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6978,submariner rolex,8100,31,31,$0.20,13,24,https://www.olx.in/en-in/items/q-rolex-submariner,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6979,guitar electric price,14800,21,63,$0.02,93,12,https://www.olx.in/musical-instruments_c714/q-electric-guitar,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6980,godown chowk,12100,9,500,$0.11,6,17,https://www.olx.in/en-in/pune_g4059014/q-godown-for-rent,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
6981,full time jobs near me,18100,6,975,$0,1,24,https://www.olx.in/en-in/haridwar_g4059238/jobs_c4,Haridwar,Unknown,Unknown,Unknown,Haridwar,Unknown,,,,1
6982,fridge rent,12100,23,35,$0.48,45,35,https://www.olx.in/en-in/delhi_g4058659/q-fridge-on-rent,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
6983,flats for rent in noida,14800,4,975,$0.06,53,25,https://www.olx.in/noida_g4059326/for-rent-houses-apartments_c1723,Noida,Unknown,Unknown,Unknown,Noida,Unknown,,,,1
6984,fan price usha,18100,44,31,$0.13,97,48,https://www.olx.in/item/acs-c1619-table-fan-usha-age-less-than-a-year-in-sarkhej-ahmedabad-iid-1840359936,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Unknown,,,,1
6985,electric car low price,14800,30,31,$0.14,18,37,https://www.olx.in/cars_c84?filter=petrol_eq_electric,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6986,eco village 2,14800,33,31,$0.19,6,17,https://www.olx.in/eco-village-ii_g5455019/for-sale-houses-apartments_c1725,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6987,driving jobs,18100,3,2397,$0.12,13,27,https://www.olx.in/driver_c2206,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6988,doctors colony,14800,35,31,$0.19,4,18,https://www.olx.in/doctors-colony_g5301071/properties_c3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6989,designer suits women,14800,73,31,$0.04,100,40,https://www.olx.in/women_c1795/q-designer-suits,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6990,debit or credit note,14800,18,82,$0.01,1,18,https://www.olx.in/blog/expert-advice/debit-note-vs-credit-note/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6991,jobs for freshers in delhi and ncr,14800,13,134,$0.13,33,43,https://www.olx.in/en-in/delhi_g4058659/jobs_c4,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
6992,job vacancy kakinada,14800,3,2397,$0.04,5,22,https://www.olx.in/en-in/kakinada_g4058530/jobs_c4,Kakinada,Unknown,Unknown,Unknown,Kakinada,Unknown,,,,1
6993,job in kanpur,14800,7,975,$0.04,19,23,https://www.olx.in/kanpur_g4059295/jobs_c4,Kanpur,Unknown,Unknown,Unknown,Kanpur,Unknown,,,,1
6994,job in chd,18100,7,500,$0.07,25,38,https://www.olx.in/en-in/chandigarh_g4058651/jobs_c4,Unknown,Chandigarh,India,North,Unknown,Unknown,,,,1
6995,job in baroda gujarat,14800,6,694,$0.08,16,28,https://www.olx.in/en-in/vadodara_g4058732/jobs_c4,Vadodara,Unknown,Unknown,Unknown,Vadodara,Unknown,,,,1
6996,hp touch screen laptop notebook,14800,12,222,$0.03,96,25,https://www.olx.in/en-in/computers-laptops_c1505/q-hp-touch-laptop,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6997,hp touch screen laptop,18100,7,694,$0.05,98,41,https://www.olx.in/en-in/computers-laptops_c1505/q-hp-touch-laptop,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6998,hp laptop touch,14800,12,222,$0.03,96,25,https://www.olx.in/en-in/computers-laptops_c1505/q-hp-touch-laptop,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
6999,hp laptop computer touch screen,14800,15,87,$0.03,95,31,https://www.olx.in/computers-laptops_c1505/q-hp-touch-laptop,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7000,home job for students,14800,19,75,$0.17,8,25,https://www.olx.in/item/data-entry-back-office-c1737-full-time-in-vijay-nagar-indore-iid-1840268679,Indore,Unknown,Unknown,Unknown,Indore,Unknown,,,,1
7001,hard drive 4tb price,18100,19,82,$0.02,84,19,https://www.olx.in/en-in/hard-disk-printers-monitors_c1509/q-4tb,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7002,best battery for inverter for home,14800,23,63,$0.04,95,38,https://www.olx.in/blog/electronics-appliances/best-inverter-batteries-home-use/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7003,armor 33 pro price,14800,48,31,$0.01,19,23,https://www.olx.in/mobiles_c1411/q-armor,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7004,apartment for rent in noida,14800,4,975,$0.04,51,25,https://www.olx.in/en-in/noida_g4059326/for-rent-houses-apartments_c1723,Noida,Unknown,Unknown,Unknown,Noida,Unknown,,,,1
7005,ambernath east,9900,28,32,$0.10,5,19,https://www.olx.in/ambernath_g5462191/properties_c3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7006,adventure bikes in india,12100,16,167,$0.01,8,45,https://www.olx.in/bikes_c2198/q-adventure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7007,adv bikes in india,12100,32,31,$0.01,8,31,https://www.olx.in/bikes_c2198/q-adventure,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7008,activa deluxe,14800,20,63,$0.01,4,24,https://www.olx.in/en-in/scooters_c1413/q-deluxe,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7009,9 seater car,14800,8,694,$0.24,1,18,https://www.olx.in/en-in/cars_c84/q-9-seater,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7010,32 inch computer monitor,14800,16,111,$0.06,100,40,https://www.olx.in/en-in/computers-laptops_c1505/q-32-inch-monitor,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7011,cycle ladies,14800,43,31,$0.01,97,52,https://www.olx.in/en-in/kolkata_g4157275/bicycles_c1415/q-ladies-cycle,Kolkata,Unknown,Unknown,Unknown,Kolkata,Unknown,,,,1
7012,computer monitors,14800,28,32,$0.03,88,57,https://www.olx.in/en-in/computers-laptops_c1505/q-monitor,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7013,cng mileage in swift,14800,74,31,$0.17,8,21,https://www.olx.in/item/cars-c84-used-maruti-suzuki-dzire-in-kinfra-industries-park-koratty-iid-1840344580,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7014,chevrolet camaro automatic,14800,21,63,$0.03,1,39,https://www.olx.in/cars_c84?filter=model_eq_chevrolet-camaro,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7015,car video car,14800,26,31,$0.01,1,32,https://www.olx.in/item/tvs-video-audio-c1523-music-system-of-k-10-alto-maruti-car-in-chandkheda-village-ahmedabad-iid-1840362624,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Unknown,,,,1
7016,car market,14800,8,694,$0.11,2,66,https://www.olx.in/cars_c84,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7017,car for rent in coimbatore,14800,29,31,$0.09,63,28,https://www.olx.in/en-in/coimbatore_g4059164/q-rent-car,Coimbatore,Unknown,Unknown,Unknown,Coimbatore,Unknown,,,,1
7018,camera rental,14800,66,31,$0.21,78,46,https://www.olx.in/en-in/items/q-camera-for-rent,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7019,cafe in raipur,12100,32,31,$0,1,23,https://www.olx.in/en-in/raipur_g4059473/cook_c2202,Raipur,Unknown,Unknown,Unknown,Raipur,Unknown,,,,1
7020,buyer old coin,14800,20,87,$0.32,6,19,https://www.olx.in/navi-mumbai_g4059005/other-hobbies_c755/q-coin,Navi Mumbai,Unknown,Unknown,Unknown,Navi Mumbai,Unknown,,,,1
7021,balaji electricals in coimbatore,12100,82,31,$0.15,4,16,https://www.olx.in/en-in/kurnool_g4058541/electronics-appliances_c99,Kurnool,Unknown,Unknown,Unknown,Kurnool,Unknown,,,,1
7022,apple india laptop price,14800,20,63,$0.03,95,67,https://www.olx.in/computers-laptops_c1505/q-apple-laptop,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7023,work from home jobs pune,18100,14,134,$0.06,1,10,https://www.olx.in/en-in/pune_g4059014/jobs_c4?filter=work_mode_eq_work_from_home,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
7024,work from home job mumbai,14800,14,111,$0.13,1,33,https://www.olx.in/en-in/mumbai_g4058997/jobs_c4?filter=work_mode_eq_work_from_home,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7025,vehicles near me,14800,6,1440,$0.11,17,53,https://www.olx.in/cars_c84,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7026,vaishali ghaziabad flats,14800,5,975,$0.23,5,18,https://www.olx.in/vaishali_g5340750/for-sale-houses-apartments_c1725,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7027,upvc windows and doors,12100,24,63,$0.58,100,39,https://www.olx.in/item/other-household-items-c293-upvc-doors-and-windows-for-sale-in-sector-17a-gurgaon-iid-1839862464,Gurugram,Unknown,Unknown,Unknown,Gurugram,Unknown,,,,1
7028,trailer truck,14800,30,31,$0.52,1,22,https://www.olx.in/en-in/commercial-other-vehicles_c85/q-trailer,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7029,ktm adventure 390 x,12100,26,39,$0.11,3,30,https://www.olx.in/en-in/motorcycles_c81?filter=model_eq_ktm-390-adventure-x,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7030,kinetic honda,14800,11,378,$0,1,18,https://www.olx.in/scooters_c1413/q-kinetic-honda,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7031,jupiter tvs,18100,30,31,$0.02,7,26,https://www.olx.in/en-in/scooters_c1413/q-tvs-jupiter,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7032,job in baroda,14800,7,500,$0.06,19,25,https://www.olx.in/en-in/vadodara_g4058732/jobs_c4,Vadodara,Unknown,Unknown,Unknown,Vadodara,Unknown,,,,1
7033,jamshedpur jobs,18100,7,500,$0.02,11,27,https://www.olx.in/en-in/jamshedpur_g4058789/jobs_c4,Jamshedpur,Unknown,Unknown,Unknown,Jamshedpur,Unknown,,,,1
7034,ipod nano,12100,6,975,$0.03,28,32,https://www.olx.in/mobiles_c1411/q-apple-ipod-nano,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7035,iphone under 50000,14800,33,31,$0.05,5,22,https://www.olx.in/mobile-phones_c1453?filter=make_eq_iphone,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7036,ipad rates in india,18100,23,39,$0.15,78,32,https://www.olx.in/tablets_c1455/q-ipad,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7037,indian scooter with best mileage,14800,17,111,$0.02,6,15,https://www.olx.in/blog/bikes/indian-best-mileage-scooty/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7038,hp notebook with touch screen,14800,19,63,$0.03,94,30,https://www.olx.in/computers-laptops_c1505/q-hp-touch-laptop,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7039,hp 15s,14800,10,694,$0.02,90,50,https://www.olx.in/computers-laptops_c1505/q-hp-15,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7040,hotel rooms in bandra,14800,110,31,$0.38,98,21,https://www.olx.in/mahad-midc_g4397839/pg-guest-houses_c1449?page=48,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7041,leather bat,14800,25,48,$0.02,98,52,https://www.olx.in/sports-equipment_c100/q-leather-bat,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7042,olx indore,14800,1,4499,$0,1,22,https://www.olx.in/indore_g4058916,Indore,Unknown,Unknown,Unknown,Indore,Unknown,,,,1
7043,ns 200 price in india,12100,26,39,$0.02,1,9,https://www.olx.in/en-in/motorcycles_c81/q-pulsar-ns-200,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7044,noida sector 80,14800,62,31,$0.16,2,18,https://www.olx.in/noida_g4059326/q-sector-80,Noida,Unknown,Unknown,Unknown,Noida,Unknown,,,,1
7045,nike mercurial,14800,16,111,$0.23,19,28,https://www.olx.in/sports-equipment_c100/q-nike-mercurials,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7046,mobile in 10k,14800,61,31,$0.02,91,30,https://www.olx.in/item/mobile-phones-c1453-used-samsung-in-shalimar-garden-extension-2-ghaziabad-iid-1840292412,Ghaziabad,Unknown,Unknown,Unknown,Ghaziabad,Unknown,,,,1
7047,mangalore job vacancy,14800,7,694,$0.03,13,21,https://www.olx.in/mangaluru_g4058840/jobs_c4,Mangaluru,Unknown,Unknown,Unknown,Mangaluru,Unknown,,,,1
7048,lucknow ramada,14800,105,31,$0.21,52,21,https://www.olx.in/transport-nagar_g5342327/lands-plots_c1729?page=3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7049,land cruiser prado,14800,40,31,$0.45,1,17,https://www.olx.in/en-in/cars_c84/q-land-cruiser-prado,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7050,scooty with best mileage in india,14800,15,134,$0.02,6,16,https://www.olx.in/blog/cars/scooters-with-the-best-mileage/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7051,samsung washing machine front loader,14800,29,31,$0.13,98,35,https://www.olx.in/washing-machines_c1615/q-samsung-front-load,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7052,ring road pune map,12100,46,31,$0,1,14,https://www.olx.in/blog/expert-advice/pune-ring-road-route-map-status-latest-updates/,Pune,Unknown,Unknown,Unknown,Pune,Unknown,,,,1
7053,restaurant kochi,12100,32,31,$0,7,24,https://www.olx.in/en-in/kochi_g4058873/properties_c3/q-restaurant,Kochi,Unknown,Unknown,Unknown,Kochi,Restaurant,,,,1
7054,redmi 5g mobile price,22200,19,82,$0.02,100,42,https://www.olx.in/en-in/mobile-phones_c1453/q-mobile-redmi-5g,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7055,ramnagar near me,14800,22,63,$0.03,1,19,https://www.olx.in/ram-nagar_g5335293/jobs_c4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7056,puma ferrari shoes,18100,30,31,$0.05,98,48,https://www.olx.in/men_c1793/q-puma-ferrari,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7057,price of fortuner car in delhi,14800,5,1440,$0.07,3,20,https://www.olx.in/delhi_g4058659/cars_c84?filter=model_eq_toyota-fortuner,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7058,plastic dining table,14800,14,167,$0.05,99,47,https://www.olx.in/en-in/furniture_c628/q-plastic-dining-table,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7059,phone display issues,14800,110,31,$0,1,23,https://www.olx.in/item/mobile-phones-c1453-used-iphone-in-noor-nagar-delhi-iid-1840343471,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7060,pgs in mumbai,14800,20,63,$0.09,30,27,https://www.olx.in/mumbai_g4058997/pg-guest-houses_c1449,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7061,paying guest mumbai,14800,19,87,$0.09,30,27,https://www.olx.in/mumbai_g4058997/pg-guest-houses_c1449,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7062,part time work in chennai,18100,5,975,$0.13,1,26,https://www.olx.in/en-in/chennai_g4059162/jobs_c4/q-part-time,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown,,,,1
7063,part time jobs on online for students,18100,9,378,$0,1,41,https://www.olx.in/en-in/kerala_g2001160/q-online-jobs-part-time,Unknown,Kerala,India,South,Unknown,Unknown,,,,1
7064,part time job online for student,18100,11,222,$0,1,46,https://www.olx.in/en-in/kerala_g2001160/q-online-jobs-part-time,Unknown,Kerala,India,South,Unknown,Unknown,,,,1
7065,pani tanki,14800,17,111,$0.15,7,25,https://www.olx.in/en-in/other-household-items_c293/q-water-tank,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7066,p t colony,14800,9,378,$0.09,4,18,https://www.olx.in/pt-colony_g5349425/for-rent-houses-apartments_c1723,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7067,one plus nord ce3,14800,32,31,$0.01,49,47,https://www.olx.in/item/mobile-phones-c1453-used-one-plus-in-basai-darapur-delhi-iid-1840383783,Delhi,Delhi,India,North,Delhi,Unknown,,,,1
7068,how many meter in 1 inch,14800,4,1440,$0,1,24,https://www.olx.in/blog/properties/1-inches-to-meters/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7069,honda cbr300r,12100,11,291,$0.08,1,36,https://www.olx.in/motorcycles_c81/q-bike?filter=model_eq_honda-cbr300r,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7070,honda 7 seater cars,14800,23,63,$0.15,4,11,https://www.olx.in/cars_c84/q-car-7-seater?filter=make_eq_cars-honda,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7071,home work online job,14800,16,87,$0.15,1,38,https://www.olx.in/en-in/ludhiana_g4059085/jobs_c4?filter=work_mode_eq_work_from_home,Ludhiana,Unknown,Unknown,Unknown,Ludhiana,Unknown,,,,1
7072,grand theft auto 5 price,14800,26,35,$0.01,16,48,https://www.olx.in/en-in/games-entertainment_c93/q-gta-5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7073,digital camera coolpix,14800,18,87,$0.01,34,31,https://www.olx.in/en-in/cameras-lenses_c1517/q-nikon-coolpix,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7074,creta black,14800,9,694,$0.11,2,23,https://www.olx.in/en-in/cars_c84/q-creta-black,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7075,credit and debit note,14800,19,63,$0.02,1,20,https://www.olx.in/blog/expert-advice/debit-note-vs-credit-note/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7076,cot and bed,14800,53,31,$0.10,95,46,https://www.olx.in/en-in/kids-furniture_c231/q-baby-cot,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7077,companies of mobile phones in india,14800,53,31,$0.02,8,53,https://www.olx.in/en-in/mobile-phones_c1453,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7078,classes for stock market,18100,64,31,$0.69,43,74,https://www.olx.in/item/education-classes-c1429-tutions-in-malabar-hill-mumbai-iid-1824462934,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown,,,,1
7079,car sell online,18100,19,48,$1.50,79,42,https://www.olx.in/cars_c84,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7080,car parts and spares,14800,23,63,$0.13,7,39,https://www.olx.in/spare-parts_c1585,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7081,calicut job opportunities,14800,5,1440,$0.04,6,25,https://www.olx.in/kozhikode_g4058877/jobs_c4,Kozhikode,Unknown,Unknown,Unknown,Kozhikode,Unknown,,,,1
7082,buddha colony,14800,15,134,$0,7,25,https://www.olx.in/buddha-colony_g5350189/for-rent-houses-apartments_c1723,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7083,books with sherlock holmes,14800,53,31,$0.02,64,41,https://www.olx.in/item/books-c453-sherlock-holmes-in-mahaveer-nagar-1-kota-iid-1840287705,Kota,Unknown,Unknown,Unknown,Kota,Unknown,,,,1
7084,bmw most expensive car,12100,33,31,$0.70,1,42,https://www.olx.in/blog/cars/top-10-most-expensive-bmw-cars/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7085,gta5 price,14800,26,34,$0.02,22,57,https://www.olx.in/en-in/games-entertainment_c93/q-gta-5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7086,gameboy advance,14800,10,291,$0.03,3,36,https://www.olx.in/games-entertainment_c93/q-gameboy-advance-sp,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7087,fruit in summer,14800,18,111,$0.28,1,21,https://www.olx.in/blog/expert-advice/7-summer-fruits-you-should-eat-why/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7088,electric cycle under 15000,18100,27,34,$0.02,3,25,https://www.olx.in/en-in/bicycles_c1415/q-electric,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7089,drive with ola,14800,20,39,$0.26,2,34,https://www.olx.in/hi-in/driver_c2206/q-ola-cab,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
7090,bike parts shop near me,9900,21,75,$0.02,7,10,https://www.olx.in/hi-in/spare-parts_c1587,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1
