No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Category
2210,loni,201000,76,516.0,$0,5,62,https://www.tripadvisor.in/Tourism-g15359478-Loni_Maharashtra-Vacations.html,Unknown,Unknown,Unknown,Unknown
2211,murugan temple tiruchendur,246000,8,11537.0,$0.24,1,43,https://www.tripadvisor.in/Attraction_Review-g1373035-d1372902-Reviews-Thiruchendur_Murugan_Temple-Thiruchendur_Thoothukudi_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
2212,mota ambaji gujarat,246000,9,11537.0,$0.19,1,22,https://www.tripadvisor.in/Attraction_Review-g2295144-d1224957-Reviews-Ambaji_Temple-Ambaji_Banaskantha_District_Gujarat.html,Unknown,Unknown,Unknown,Unknown
2213,ootacamund weather,246000,35,516.0,$0,1,47,https://www.tripadvisor.in/Attractions-g297679-Activities-Ooty_Udhagamandalam_The_Nilgiris_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
2214,baghpat,201000,14,4846.0,$0,1,61,https://www.tripadvisor.in/Tourism-g7208256-Baghpat_Uttar_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
2215,aquarium paradise,165000,10,8314.0,$0.06,10,29,https://www.tripadvisor.in/Attraction_Review-g297628-d33122842-Reviews-Aquarium_Paradise-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
2216,ahmednagar location,246000,14,2779.0,$0,1,47,https://www.tripadvisor.in/Attractions-g1156414-Activities-Ahmednagar_Ahmednagar_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2217,bidar city,246000,10,8314.0,$0,1,47,https://www.tripadvisor.in/Attractions-g1236165-Activities-Bidar_Bidar_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
2218,bhagalpur,246000,18,1845.0,$0,1,60,https://www.tripadvisor.in/Tourism-g2288593-Bhagalpur_Bhagalpur_District_Bihar-Vacations.html,Unknown,Unknown,Unknown,Unknown
2219,bardoli in gujarat,246000,9,16211.0,$0.07,1,31,https://www.tripadvisor.in/Tourism-g17222715-Bardoli_Surat_District_Gujarat-Vacations.html,Unknown,Unknown,Unknown,Bar
2220,bardoli city,246000,26,811.0,$0.07,1,24,https://www.tripadvisor.in/Tourism-g17222715-Bardoli_Surat_District_Gujarat-Vacations.html,Unknown,Unknown,Unknown,Bar
2221,bangalore yeshwanthpur,246000,25,664.0,$0.20,4,49,https://www.tripadvisor.in/HotelsNear-g1187925-d4145710-Yeshwanthpur_Station-Yeshwantpur_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Hotel
2222,chandrapur mh,246000,11,4846.0,$0.12,1,24,https://www.tripadvisor.in/Attractions-g1459055-Activities-Chandrapur_Chandrapur_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2223,delhi nehru stadium,246000,8,16211.0,$0.10,3,21,https://www.tripadvisor.in/Attraction_Review-g304551-d1893222-Reviews-Jawaharlal_Nehru_Stadium-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
2224,dakshineswar kali temple kolkata west bengal india,201000,7,16211.0,$0.12,5,34,https://www.tripadvisor.in/Attraction_Review-g304558-d3952876-Reviews-Dakshineswar_Kali_Temple-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Unknown,Unknown,Unknown,Unknown
2225,coimbatore valparai,246000,6,39852.0,$0.21,1,48,https://www.tripadvisor.in/Attractions-g3149947-Activities-Valparai_Coimbatore_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
2226,churches in near me,246000,7,23935.0,$0.02,1,27,https://www.tripadvisor.in/Attractions-g297654-Activities-c47-t175-Pune_Pune_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2227,chahar bagh garden,301000,7,16211.0,$0.07,4,35,https://www.tripadvisor.in/Attraction_Review-g304551-d4401054-Reviews-Char_Bagh_Garden-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
2228,dosa wala near me,201000,7,23935.0,$0.21,6,36,https://www.tripadvisor.in/Restaurants-g297687-zfd22582-Dehradun_Dehradun_District_Uttarakhand-Dosa.html,Unknown,Unknown,Unknown,Restaurant
2229,dharamsala cricket stadium india,301000,19,1377.0,$0.02,1,27,https://www.tripadvisor.in/Attraction_Review-g319724-d4400957-Reviews-HPCA_Stadium-Dharamsala_Kangra_District_Himachal_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2230,dakshineswar kali temple,201000,10,11537.0,$0.23,4,44,https://www.tripadvisor.in/Attraction_Review-g304558-d3952876-Reviews-Dakshineswar_Kali_Temple-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Unknown,Unknown,Unknown,Unknown
2231,cyber hub,246000,9,23935.0,$0,6,49,https://www.tripadvisor.in/Attraction_Review-g297615-d7984241-Reviews-DLF_Cyber_Hub-Gurugram_Gurgaon_Gurgaon_District_Haryana.html,Unknown,Unknown,Unknown,Unknown
2232,nearest yoga class to me,246000,9,11537.0,$0.09,13,36,https://www.tripadvisor.in/Attractions-g304556-Activities-c40-t260-Chennai_Madras_Chennai_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
2233,omkareshwar temple madhya pradesh,246000,13,6297.0,$0.12,1,31,https://www.tripadvisor.in/Attraction_Review-g1508514-d4699769-Reviews-Shri_Omkareshwar_Jyotirlinga-Omkareshwar_Khandwa_District_Madhya_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2234,ram bagh palace,201000,7,11537.0,$0.09,19,48,https://www.tripadvisor.in/Hotel_Review-g304555-d302157-Reviews-Rambagh_Palace-Jaipur_Jaipur_District_Rajasthan.html,Unknown,Unknown,Unknown,Hotel
2235,pvr cinemas full form,201000,36,516.0,$0,1,34,https://www.tripadvisor.in/Attraction_Review-g297586-d9584900-Reviews-PVR_Cinemas-Hyderabad_Hyderabad_District_Telangana.html,Unknown,Unknown,Unknown,Unknown
2236,pudukkottai india,246000,7,16211.0,$0.17,1,46,https://www.tripadvisor.in/Tourism-g2285992-Pudukkottai_Pudukkottai_District_Tamil_Nadu-Vacations.html,Unknown,Unknown,Unknown,Unknown
2237,pnr enquiry irctc,246000,19,811.0,$0.01,1,59,https://www.tripadvisor.in/ShowTopic-g293860-i511-k10015421-Some_ways_to_check_the_PNR_status_for_Indian_Railway-India.html,Unknown,Unknown,Unknown,Unknown
2238,sanjay gandhi national park in mumbai,246000,13,4846.0,$0.07,9,44,https://www.tripadvisor.in/ShowUserReviews-g304554-d324632-r266085780-Sanjay_Gandhi_National_Park-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2239,south africa,246000,31,516.0,$0.09,1,47,https://www.tripadvisor.in/Tourism-g293740-South_Africa-Vacations.html,Unknown,Unknown,Unknown,Unknown
2240,thoothukudi india,246000,11,11537.0,$0.19,1,34,https://www.tripadvisor.in/Tourism-g793693-Thoothukudi_Thoothukudi_District_Tamil_Nadu-Vacations.html,Unknown,Unknown,Unknown,Unknown
2241,thodupuzha idukki,246000,8,23935.0,$0.32,2,19,https://www.tripadvisor.in/Attractions-g2627052-Activities-Thodupuzha_Idukki_District_Kerala.html,Unknown,Unknown,Unknown,Unknown
2242,vaishali bihar india,246000,32,516.0,$0.11,3,39,https://www.tripadvisor.in/Attractions-g776434-Activities-Vaishali_Vaishali_District_Bihar.html,Unknown,Unknown,Unknown,Unknown
2243,ganganagar location,246000,16,2238.0,$0.16,2,23,https://www.tripadvisor.in/Attractions-g2295148-Activities-Sri_Ganganagar_Sri_Ganganagar_District_Rajasthan.html,Unknown,Unknown,Unknown,Unknown
2244,jln stadium,246000,9,8314.0,$0,3,48,https://www.tripadvisor.in/Attraction_Review-g304551-d1893222-Reviews-Jawaharlal_Nehru_Stadium-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
2245,kerala temple padmanabhaswamy,246000,11,8314.0,$0.46,6,39,https://www.tripadvisor.in/Attraction_Review-g297637-d478102-Reviews-Sree_Padmanabhaswamy_Temple-Thiruvananthapuram_Trivandrum_Thiruvananthapuram_Distr.html,Unknown,Unknown,Unknown,Unknown
2246,ambattur,201000,52,516.0,$0.22,7,63,https://www.tripadvisor.in/AttractionsNear-g2288646-d4142072-Ambattur_Station-Poompuhar_Nagapattinam_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
2247,ambaji city,246000,9,16211.0,$0,1,47,https://www.tripadvisor.in/Attractions-g2295144-Activities-Ambaji_Banaskantha_District_Gujarat.html,Unknown,Unknown,Unknown,Unknown
2248,akola,201000,14,3690.0,$0,1,60,https://www.tripadvisor.in/Tourism-g1156418-Akola_Akola_District_Maharashtra-Vacations.html,Unknown,Unknown,Unknown,Unknown
2249,badrinath,246000,10,11537.0,$0.35,1,60,https://www.tripadvisor.in/Attraction_Review-g1091050-d3368896-Reviews-Shri_Badrinath_Ji_Temple-Badrinath_Chamoli_District_Uttarakhand.html,Unknown,Unknown,Unknown,Unknown
2250,kirti nagar,246000,21,1254.0,$0.08,10,51,https://www.tripadvisor.in/AttractionsNear-g304551-d9575156-Kirti_Nagar-New_Delhi_National_Capital_Territory_of_Delhi.html,Unknown,Unknown,Unknown,Unknown
2251,kashmir and jammu,246000,18,1845.0,$0.47,1,48,https://www.tripadvisor.in/Attractions-g297619-Activities-Jammu_and_Kashmir.html,Unknown,Unknown,Unknown,Unknown
2252,web check in for air india express,301000,8,8314.0,$0.31,1,34,https://www.tripadvisor.in/ShowUserReviews-g1-d8729194-r947928120-Air_India_Express-World.html,Unknown,Unknown,Unknown,Unknown
2253,sree padmanabhaswamy temple kerala,246000,11,6297.0,$0.46,6,42,https://www.tripadvisor.in/Attraction_Review-g297637-d478102-Reviews-Sree_Padmanabhaswamy_Temple-Thiruvananthapuram_Trivandrum_Thiruvananthapuram_Distr.html,Unknown,Unknown,Unknown,Unknown
2254,ujjain mahakaleshwar,246000,13,4846.0,$0.21,3,48,https://www.tripadvisor.in/Attraction_Review-g679024-d3605858-Reviews-Shree_Mahakaleshwar_Temple-Ujjain_Ujjain_District_Madhya_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2255,thiruvananthapuram central,165000,25,1057.0,$0,9,50,https://www.tripadvisor.in/Attraction_Review-g297637-d8127436-Reviews-Thiruvananthapuram_North_Railway_Station-Thiruvananthapuram_Trivandrum_Thiruvanan.html,Unknown,Unknown,Unknown,Unknown
2256,yoga clubs near me,246000,8,16211.0,$0.14,12,26,https://www.tripadvisor.in/Attractions-g12106125-Activities-c40-t260-Dehradun_District_Uttarakhand.html,Unknown,Unknown,Unknown,Unknown
2257,yoga club near me,246000,10,8314.0,$0.09,13,24,https://www.tripadvisor.in/Attractions-g12106125-Activities-c40-t260-Dehradun_District_Uttarakhand.html,Unknown,Unknown,Unknown,Unknown
2258,varkala beach,246000,11,8314.0,$0.25,3,36,https://www.tripadvisor.in/Attraction_Review-g297639-d324100-Reviews-Varkala_Beach-Varkala_Town_Varkala_Thiruvananthapuram_District_Kerala.html,Unknown,Unknown,Unknown,Unknown
2259,kankaria lake,201000,11,8314.0,$0.53,5,49,https://www.tripadvisor.in/Attraction_Review-g297608-d2284993-Reviews-Kankaria_Lake-Ahmedabad_Ahmedabad_District_Gujarat.html,Unknown,Unknown,Unknown,Unknown
2260,jalna,246000,11,8314.0,$0,1,60,https://www.tripadvisor.in/Attractions-g2288606-Activities-Jalna_Jalna_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2261,india nizamabad,246000,9,11537.0,$0.12,1,47,https://www.tripadvisor.in/Tourism-g2295101-Nizamabad_Nizamabad_District_Telangana-Vacations.html,Unknown,Unknown,Unknown,Unknown
2262,karnataka davanagere,301000,13,4846.0,$0.11,1,39,https://www.tripadvisor.in/Attractions-g12393124-Activities-Davanagere_District_Karnataka.html,Unknown,Unknown,Unknown,Unknown
2263,mohali city,246000,64,516.0,$0.16,2,48,https://www.tripadvisor.in/Tourism-g1584804-Mohali_Mohali_District_Punjab-Vacations.html,Unknown,Unknown,Unknown,Unknown
2264,malappuram kerala,22200,11,4846.0,$0,2,25,https://www.tripadvisor.in/Attractions-g1156216-Activities-Malappuram_Malappuram_District_Kerala.html,Unknown,Unknown,Unknown,Unknown
2265,pala,201000,18,1377.0,$2.09,1,60,https://www.tripadvisor.in/LocationPhotos-g27090209-Pala_Kottayam_District_Kerala.html,Unknown,Unknown,Unknown,Unknown
2266,pizza hut nearest to me,246000,15,2779.0,$0.14,4,20,https://www.tripadvisor.in/Restaurant_Review-g297628-d7925926-Reviews-Pizza_Hut-Bengaluru_Bangalore_District_Karnataka.html,Unknown,Unknown,Unknown,Restaurant
2267,palladium ahmedabad,201000,8,8314.0,$0,14,31,https://www.tripadvisor.in/Attraction_Review-g297609-d25929771-Reviews-Palladium_Ahmedabad-Gandhinagar_Gandhinagar_District_Gujarat.html,Unknown,Unknown,Unknown,Unknown
2268,ratlam in mp,246000,31,541.0,$0.05,1,30,https://www.tripadvisor.in/Tourism-g1156404-Ratlam_Ratlam_District_Madhya_Pradesh-Vacations.html,Unknown,Unknown,Unknown,Unknown
2269,ganganagar city rajasthan,246000,16,2238.0,$0.08,1,41,https://www.tripadvisor.in/Attractions-g2295148-Activities-Sri_Ganganagar_Sri_Ganganagar_District_Rajasthan.html,Unknown,Unknown,Unknown,Unknown
2270,hk hongkong,246000,43,516.0,$1.56,1,71,https://www.tripadvisor.in/Attractions-g294217-Activities-Hong_Kong.html,Unknown,Unknown,Unknown,Unknown
2271,himachal pradesh cricket stadium dharamsala,301000,17,1845.0,$0.03,1,34,https://www.tripadvisor.in/Attraction_Review-g319724-d4400957-Reviews-HPCA_Stadium-Dharamsala_Kangra_District_Himachal_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2272,dharamshala cricket stadium,246000,16,2238.0,$0,1,42,https://www.tripadvisor.in/Attraction_Review-g319724-d4400957-Reviews-HPCA_Stadium-Dharamsala_Kangra_District_Himachal_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2273,delhi dilshad garden,201000,52,516.0,$0.13,3,39,https://www.tripadvisor.in/AttractionsNear-g3721800-d9575067-Dilshad_Garden-Sahibabad_Ghaziabad_District_Uttar_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2274,dakshineswar kali temple in kolkata,201000,9,11537.0,$0.08,4,34,https://www.tripadvisor.in/Attraction_Review-g304558-d3952876-Reviews-Dakshineswar_Kali_Temple-Kolkata_Calcutta_Kolkata_District_West_Bengal.html,Unknown,Unknown,Unknown,Unknown
2275,ambaji in gujarat,246000,12,11537.0,$0,1,42,https://www.tripadvisor.in/Attraction_Review-g2295144-d1224957-Reviews-Ambaji_Temple-Ambaji_Banaskantha_District_Gujarat.html,Unknown,Unknown,Unknown,Unknown
2276,bhagalpur bhagalpur,246000,11,6297.0,$0.26,1,37,https://www.tripadvisor.in/Tourism-g2288593-Bhagalpur_Bhagalpur_District_Bihar-Vacations.html,Unknown,Unknown,Unknown,Unknown
2277,tuticorin tamil nadu,246000,13,4846.0,$0.12,1,37,https://www.tripadvisor.in/Attractions-g12417838-Activities-Thoothukudi_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
2278,tirupati balaji,246000,18,2238.0,$0.43,1,47,https://www.tripadvisor.in/Attraction_Review-g297587-d3705325-Reviews-Tirumala_Tirupati_Devasthanams-Tirupati_Chittoor_District_Andhra_Pradesh.html,Unknown,Unknown,Unknown,Unknown
2279,waterpark,301000,13,4846.0,$0.30,1,61,https://www.tripadvisor.in/Attractions-g297607-Activities-c52-Gujarat.html,Unknown,Unknown,Unknown,Unknown
2280,viviana mall thane,301000,4,23935.0,$0.12,6,20,https://www.tripadvisor.in/Attraction_Review-g304554-d6041421-Reviews-Viviana_Mall-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2281,rameshwaram temple tamilnadu,201000,21,1377.0,$0.47,4,44,https://www.tripadvisor.in/Attractions-g303894-Activities-Rameswaram_Ramanathapuram_District_Tamil_Nadu.html,Unknown,Unknown,Unknown,Unknown
2282,railway station guwahati,135000,9,16211.0,$0,6,44,https://www.tripadvisor.in/Attraction_Review-g503692-d17216159-Reviews-Guwahati_Railway_Station-Guwahati_Kamrup_Metropolitan_District_Assam.html,Unknown,Unknown,Unknown,Unknown
2283,sree padmanabhaswamy temple trivandrum,246000,11,6297.0,$0.16,6,36,https://www.tripadvisor.in/Attraction_Review-g297637-d478102-Reviews-Sree_Padmanabhaswamy_Temple-Thiruvananthapuram_Trivandrum_Thiruvananthapuram_Distr.html,Unknown,Unknown,Unknown,Unknown
2284,sree padmanabhaswamy temple thiruvananthapuram,246000,9,11537.0,$0.46,6,40,https://www.tripadvisor.in/Attraction_Review-g297637-d478102-Reviews-Sree_Padmanabhaswamy_Temple-Thiruvananthapuram_Trivandrum_Thiruvananthapuram_Distr.html,Unknown,Unknown,Unknown,Unknown
2285,sri lanka,246000,57,516.0,$0.28,2,48,https://www.tripadvisor.in/Attractions-g293961-Activities-Sri_Lanka.html,Unknown,Unknown,Unknown,Unknown
2286,sri ganganagar rajasthan india,246000,18,1845.0,$0.11,1,40,https://www.tripadvisor.in/Tourism-g12413367-Sri_Ganganagar_District_Rajasthan-Vacations.html,Unknown,Unknown,Unknown,Unknown
2287,mohali in india,246000,5,39852.0,$0.10,2,20,https://www.tripadvisor.in/Tourism-g1584804-Mohali_Mohali_District_Punjab-Vacations.html,Unknown,Unknown,Unknown,Unknown
2288,resorts,246000,5,23935.0,$0.28,14,65,https://www.tripadvisor.in/HotelsNear-g297586-d26356124-zff8-Hyderabad_by_locals-Hyderabad_Hyderabad_District_Telangana.html,Unknown,Unknown,Unknown,Hotel
2289,resort resorts,246000,16,1845.0,$0.13,8,21,https://www.tripadvisor.in/Hotels-g297628-zff8-Bengaluru_Bangalore_District_Karnataka-Hotels.html,Unknown,Unknown,Unknown,Hotel
2290,r city,246000,11,2779.0,$0.23,7,41,https://www.tripadvisor.in/Attraction_Review-g304554-d6104813-Reviews-R_City_Mall-Mumbai_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2291,ellora caves india,246000,8,11537.0,$0.72,10,36,https://www.tripadvisor.in/Attraction_Review-g19144755-d317351-Reviews-Ellora_Caves-Verul_Aurangabad_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2292,ellora caves,246000,18,3690.0,$0.52,4,36,https://www.tripadvisor.in/Attraction_Review-g19144755-d317351-Reviews-Ellora_Caves-Verul_Aurangabad_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2293,gujarat gandhidham,201000,21,1057.0,$0,1,48,https://www.tripadvisor.in/Tourism-g1092105-Gandhidham_Kutch_District_Gujarat-Vacations.html,Unknown,Unknown,Unknown,Unknown
2294,gita mandir,201000,9,11537.0,$0.09,6,20,https://www.tripadvisor.in/Attraction_Review-g2282347-d2626107-Reviews-Gita_Mandir-Somnath_Gir_Somnath_District_Gujarat.html,Unknown,Unknown,Unknown,Unknown
2295,get pnr status irctc,246000,23,541.0,$0.01,1,57,https://www.tripadvisor.in/ShowTopic-g293860-i511-k10015421-Some_ways_to_check_the_PNR_status_for_Indian_Railway-India.html,Unknown,Unknown,Unknown,Unknown
2296,gandhidham kutch gujarat,246000,27,590.0,$0.05,1,27,https://www.tripadvisor.in/Tourism-g1092105-Gandhidham_Kutch_District_Gujarat-Vacations.html,Unknown,Unknown,Unknown,Unknown
2297,gandhidham india,246000,9,16211.0,$0.11,1,27,https://www.tripadvisor.in/Tourism-g1092105-Gandhidham_Kutch_District_Gujarat-Vacations.html,Unknown,Unknown,Unknown,Unknown
2298,hong kong,246000,11,4846.0,$0.49,1,47,https://www.tripadvisor.in/Attractions-g294217-Activities-Hong_Kong.html,Unknown,Unknown,Unknown,Unknown
2299,jamshedpur india,246000,11,8314.0,$0,1,48,https://www.tripadvisor.in/Tourism-g662321-Jamshedpur_East_Singhbhum_District_Jharkhand-Vacations.html,Unknown,Unknown,Unknown,Unknown
2300,jammu and kashmir,368000,18,1377.0,$0.16,1,42,https://www.tripadvisor.in/Attractions-g297619-Activities-Jammu_and_Kashmir.html,Unknown,Unknown,Unknown,Unknown
2301,irctc to check pnr status,246000,22,664.0,$0.01,1,58,https://www.tripadvisor.in/ShowTopic-g293860-i511-k10015421-Some_ways_to_check_the_PNR_status_for_Indian_Railway-India.html,Unknown,Unknown,Unknown,Unknown
2302,idukki thodupuzha,246000,7,23935.0,$0.24,1,26,https://www.tripadvisor.in/Attractions-g2627052-Activities-Thodupuzha_Idukki_District_Kerala.html,Unknown,Unknown,Unknown,Unknown
2303,khanna punjab,201000,22,1254.0,$0,1,47,https://www.tripadvisor.in/Attractions-g12346228-Activities-Khanna_Ludhianar_District_Punjab.html,Unknown,Unknown,Unknown,Unknown
2304,malls,368000,7,23935.0,$0.42,3,61,https://www.tripadvisor.in/Attractions-g293860-Activities-c26-t143-India.html,Unknown,Unknown,Unknown,Unknown
2305,mall,246000,8,23935.0,$0.25,3,61,https://www.tripadvisor.in/Attractions-g297595-Activities-c26-t143-Raipur_Raipur_District_Chhattisgarh.html,Unknown,Unknown,Unknown,Unknown
2306,ahmednagar city,246000,8,16211.0,$0,1,47,https://www.tripadvisor.in/Attractions-g1156414-Activities-Ahmednagar_Ahmednagar_District_Maharashtra.html,Unknown,Unknown,Unknown,Unknown
2307,railway station guwahati,135000,9,16211.0,$0,6,44,https://www.tripadvisor.in/Attraction_Review-g503692-d17216159-Reviews-Guwahati_Railway_Station-Guwahati_Kamrup_Metropolitan_District_Assam.html,Unknown,Unknown,Unknown,Unknown
2308,sree padmanabhaswamy temple trivandrum,246000,11,6297.0,$0.16,6,36,https://www.tripadvisor.in/Attraction_Review-g297637-d478102-Reviews-Sree_Padmanabhaswamy_Temple-Thiruvananthapuram_Trivandrum_Thiruvananthapuram_Distr.html,Unknown,Unknown,Unknown,Unknown
2309,sree padmanabhaswamy temple thiruvananthapuram,246000,9,11537.0,$0.46,6,40,https://www.tripadvisor.in/Attraction_Review-g297637-d478102-Reviews-Sree_Padmanabhaswamy_Temple-Thiruvananthapuram_Trivandrum_Thiruvananthapuram_Distr.html,Unknown,Unknown,Unknown,Unknown
2310,sri lanka,246000,57,516.0,$0.28,2,48,https://www.tripadvisor.in/Attractions-g293961-Activities-Sri_Lanka.html,Unknown,Unknown,Unknown,Unknown
2311,sri ganganagar rajasthan india,246000,18,1845.0,$0.11,1,40,https://www.tripadvisor.in/Tourism-g12413367-Sri_Ganganagar_District_Rajasthan-Vacations.html,Unknown,Unknown,Unknown,Unknown
2312,shopping mall close to me,246000,6,39852.0,$0.10,19,22,https://www.tripadvisor.in/Attractions-g297595-Activities-c26-t143-Raipur_Raipur_District_Chhattisgarh.html,Unknown,Unknown,Unknown,Unknown
