No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL
1692,exide more,60500,33,127,$0,5,38,https://www.zomato.com/kolkata/restaurants/near/exide
1693,dlf phase 3 gurgaon,60500,12,683,$0.40,5,25,https://www.zomato.com/ncr/dlf-phase-3-restaurants
1694,kailash colony,49500,6,5886,$0,9,35,https://www.zomato.com/ncr/kailash-colony-delhi-restaurants
1695,ibaco near me,60500,7,5886,$0.13,6,33,https://www.zomato.com/bangalore/restaurants/ibaco
1696,hotpot,40500,32,127,$0.01,7,46,https://www.zomato.com/ncr/hot-pot-3-rajinder-nagar-new-delhi
1697,adyar ananda bhavan near me,60500,2,18392,$0.14,3,24,https://www.zomato.com/chennai/a2b-adyar-ananda-bhavan-adyar
1698,cha and cha,60500,17,356,$0.05,1,37,https://www.zomato.com/ahmedabad/cha-cha-chinese-mani-nagar
1699,zam zam restaurant,49500,6,9801,$1.23,6,29,https://www.zomato.com/kolkata/zam-zam-restaurant-park-circus-area
1700,pizzaexpress,49500,6,5886,$0.20,5,47,https://www.zomato.com/mumbai/pizzaexpress-colaba
1701,phoenix market city velachery,60500,6,2837,$0.08,1,23,https://www.zomato.com/chennai/restaurants/in/phoenix-market-city
1702,nearest wine shop,60500,7,3986,$0,1,31,https://www.zomato.com/bars-near-me
1703,near pizza shop me,60500,4,9801,$0.12,10,35,https://www.zomato.com/pizza-restaurants-near-me
1704,mumbai naka,49500,20,308,$0,3,33,https://www.zomato.com/nashik/mumbai-naka-restaurants
1705,mc,60500,51,127,$0.11,1,54,https://www.zomato.com/ncr/mc-olive-amrapali-dream-valley
1706,restaurants in indiranagar,60500,4,18392,$0.23,2,32,https://www.zomato.com/bangalore/indiranagar-restaurants
1707,ramdev dhaba,49500,5,18392,$0,6,34,https://www.zomato.com/pune/ramdev-dhaba-pure-veg-family-restaurants-wakad
1708,lord of the drinks connaught place,60500,1,18392,$0.06,2,20,https://www.zomato.com/ncr/lord-of-the-drinks-connaught-place-new-delhi
1709,lord of drinks,60500,5,9801,$0,3,32,https://www.zomato.com/ncr/lord-of-the-drinks-connaught-place-new-delhi
1710,indiranagar toit,74000,4,9801,$0.24,1,36,https://www.zomato.com/bangalore/toit-indiranagar
1711,indiranagar indian restaurants,60500,5,9801,$0.05,10,23,https://www.zomato.com/bangalore/indiranagar-restaurants/north-indian
1712,indira nagar bangalore restaurant,60500,5,9801,$0.06,9,26,https://www.zomato.com/bangalore/indiranagar-restaurants
1713,indian restaurant south,590,4,18392,$0.02,3,41,https://www.zomato.com/south-indian-restaurants-near-me
1714,hsr layout bengaluru karnataka,60500,57,127,$0.16,6,33,https://www.zomato.com/bangalore/hsr-restaurants
1715,cyberspace cafe,60500,5,9801,$0.08,1,23,https://www.zomato.com/chennai/portal-a-cyberspace-2-thuraipakkam
1716,bengali restaurants near me,49500,4,18392,$1.14,11,23,https://www.zomato.com/kolkata/restaurants/bengali
1717,bandra cafe,60500,8,3986,$0,3,37,https://www.zomato.com/mumbai/bandra-west-restaurants/caf%C3%A9
1718,aipl joy street,60500,4,3986,$0.18,6,33,https://www.zomato.com/ncr/restaurants/in/aipl-joy-street
1719,7 matka,74000,6,2044,$0,1,40,https://www.zomato.com/ncr/itminaan-matka-biryani-slow-cooked-sector-7-noida
1720,hotel shauryawada,60500,5,9801,$0.02,4,38,https://www.zomato.com/pune/hotel-shauryawada-undri
1721,gole market delhi,60500,9,2837,$0,1,31,https://www.zomato.com/ncr/gole-market-delhi-restaurants
1722,food license,60500,14,550,$0.17,25,44,https://www.zomato.com/restaurant-services-hub/fssai/?referrer=appdiytool_banner
1723,taj mahal palace in mumbai,49500,22,212,$0.36,45,45,https://www.zomato.com/mumbai/restaurants/in/taj-mahal-palace-colaba
1724,taj exotica hotel goa,49500,106,103,$0.38,33,42,https://www.zomato.com/mumbai/restaurants
1725,sterling fern hill ooty,40500,36,97,$0.20,49,32,https://www.zomato.com/ooty/the-fern-sterling-ooty-fern-hill-fern-hill
1726,hyatt regency in ahmedabad,49500,27,113,$4.91,27,28,https://www.zomato.com/ahmedabad/restaurants/in/hyatt-regency-ashram-road
1727,hyatt regency ahmedabad,49500,12,720,$0.29,28,36,https://www.zomato.com/ahmedabad/restaurants/in/hyatt-regency-ashram-road
1728,hyatt in chandigarh,49500,22,163,$0.85,37,24,https://www.zomato.com/chandigarh/restaurants/in/hyatt-regency-chandigarh-industrial-area
1729,hotel hyatt chandigarh,49500,19,252,$1.22,34,24,https://www.zomato.com/chandigarh/restaurants/in/hyatt-regency-chandigarh-industrial-area
1730,gujarati thali near me,49500,4,15048,$0.12,6,21,https://www.zomato.com/ahmedabad/gujarati-thali
1731,mio amore near me,49500,6,4816,$0.13,2,20,https://www.zomato.com/kolkata/restaurants/mio-amore
1732,north indian restaurants near me,49500,4,15048,$0.13,15,24,https://www.zomato.com/north-indian-restaurants-near-me
1733,brews,60500,9,4816,$0.98,1,50,https://www.zomato.com/hyderabad/brews-blends-kondapur
1734,ba da,49500,5,15048,$0.20,1,27,https://www.zomato.com/pune/ba-da-bom-sangamvadi
1735,catering,60500,43,103,$0.33,3,50,https://www.zomato.com/raipur/raipur-catering-services-kota
1736,zomato restaurant partner,49500,1,15048,$0.34,1,27,https://www.zomato.com/partners/login
1737,zomato coupon code,40500,4,4816,$0.38,1,25,https://www.zomato.com/book/docs/deals
1738,district centre delhi,49500,11,975,$0.10,3,25,https://www.zomato.com/ncr/restaurants/in/district-centre-janakpuri
1739,dim sum,40500,11,1673,$1.02,1,30,https://www.zomato.com/ahmedabad/dim-sum-bopal
1740,dal bati near me,40500,5,8019,$0.13,7,20,https://www.zomato.com/mumbai/restaurants/dish-dal-bati-churma
1741,coffee shops in bangalore,49500,4,15048,$0.29,5,21,https://www.zomato.com/bangalore/coffee
1742,riva beach resort in goa,49500,33,103,$0.29,48,20,https://www.zomato.com/goa/waterfront-riva-restaurant-mandrem
1743,r mall mulund,40500,8,1673,$0.15,9,28,https://www.zomato.com/mumbai/restaurants/in/r-mall-mulund
1744,pvr superplex forum mall south bengaluru,49500,23,118,$0.08,8,20,https://www.zomato.com/bangalore/restaurants/in/forum-south-bengaluru-mall
1745,pvp vijayawada,40500,12,559,$0,15,35,https://www.zomato.com/vijayawada/restaurants/in/pvp-square-mall-labbipet
1746,gcc hotel club mira road,49500,7,2321,$0.19,15,22,https://www.zomato.com/mumbai/restaurants/in/gcc-hotel-club-mira-road
1747,friends colony,49500,16,742,$0.23,5,34,https://www.zomato.com/ncr/new-friends-colony-delhi-restaurants
1748,tapas cuisine,49500,11,1673,$0.17,1,24,https://www.zomato.com/ncr/restaurants/tapas
1749,taj club house,49500,56,97,$0.30,30,37,https://www.zomato.com/chennai/club-house-taj-club-house-thousand-lights/menu
1750,sula wines,60500,18,450,$0.15,1,36,https://www.zomato.com/nashik/sula-vineyards-satpur
1751,social connaught place,9900,1,15048,$0.23,6,20,https://www.zomato.com/ncr/connaught-place-social-connaught-place-new-delhi
1752,wendy's,60500,7,2321,$0.03,2,50,https://www.zomato.com/ncr/wendys-burgers-civil-lines-new-delhi
1753,rio's,49500,9,2321,$0.05,1,43,https://www.zomato.com/ncr/rios-kitchen-1-new-palam-vihar-gurgaon
1754,porvorim in goa,49500,21,252,$0.34,4,29,https://www.zomato.com/goa/porvorim-restaurants
1755,pali hill mumbai,49500,13,1267,$0.13,4,29,https://www.zomato.com/mumbai/pali-hill-bandra-west-restaurants
1756,najafgarh in delhi,49500,32,103,$0.10,3,25,https://www.zomato.com/ncr/najafgarh-delhi-restaurants
1757,mahesh lunch home in mumbai,49500,4,15048,$0.15,3,25,https://www.zomato.com/mumbai/mahesh-lunch-home-juhu
1758,indian eateries near me,49500,3,8019,$0.06,10,26,https://www.zomato.com/ncr/restaurants/north-indian
1759,india hotel varanasi,60500,14,450,$0.15,98,61,https://www.zomato.com/varanasi/cafe-65-india-hotel-nadesar
1760,idli near me,40500,5,8019,$0.32,4,27,https://www.zomato.com/mumbai/delivery/dish-idli
1761,hyderabad film nagar,49500,50,103,$0.12,5,21,https://www.zomato.com/hyderabad/45th-avenue-film-nagar
1762,hotel rahmath,40500,13,742,$0,3,31,https://www.zomato.com/thrissur/hotel-rahmath-irinjalakuda-locality
1763,dg's,49500,5,4816,$0.11,1,21,https://www.zomato.com/mumbai/dgs-tasty-delight-parel
1764,delhi dwarka,40500,84,103,$0.37,1,31,https://www.zomato.com/ncr/dwarka-restaurants
1765,coffee shops bangalore,49500,9,2321,$0.29,5,29,https://www.zomato.com/bangalore/coffee
1766,coffee shop in bangalore,49500,10,2321,$0.07,6,28,https://www.zomato.com/bangalore/coffee
1767,ck's,49500,8,2321,$0.06,25,21,https://www.zomato.com/chennai/cks-bakery-nungambakkam
1768,cholan,49500,34,103,$0.28,1,53,https://www.zomato.com/chennai/cholan-mess-velachery
1769,chandigarh hyatt,40500,11,720,$0.81,33,24,https://www.zomato.com/chandigarh/restaurants/in/hyatt-regency-chandigarh-industrial-area
1770,beyond,40500,21,163,$0.67,1,43,https://www.zomato.com/chennai/beyond-loaf-chetpet
1771,best non veg restaurants near me,49500,5,8019,$0.28,11,23,https://www.zomato.com/kota/delivery/dish-non-veg-main-course
1772,best food restaurants in hyderabad,49500,4,15048,$0.04,6,33,https://www.zomato.com/hyderabad/restaurants
1773,anand vihar near me,12100,6,2321,$0.02,2,22,https://www.zomato.com/ncr/anand-vihar-delhi-restaurants
1774,the big chill café,49500,7,4816,$0.12,3,45,https://www.zomato.com/ncr/the-big-chill-vasant-kunj-new-delhi
1775,itc hotel chola chennai,49500,17,277,$0.81,23,41,https://www.zomato.com/chennai/restaurants/in/itc-grand-chola
1776,itc chola chennai,49500,16,371,$0.37,33,37,https://www.zomato.com/chennai/restaurants/in/itc-grand-chola
1777,hotel maurya,49500,20,277,$0.16,19,38,https://www.zomato.com/patna/spice-court-hotel-maurya-lodipur
1778,cafe in connaught place,60500,5,15048,$0.17,3,24,https://www.zomato.com/ncr/connaught-place-delhi-restaurants/caf%C3%A9
1779,mithai,49500,82,103,$0.13,24,53,https://www.zomato.com/chennai/shree-mithai-ashok-nagar/order
1780,mantra hyderabad,49500,31,103,$0,3,33,https://www.zomato.com/hyderabad/mantra-restaurant-1-dilsukhnagar/photos
1781,mandi 36 arabian kitchen,40500,4,15048,$0.19,12,23,https://www.zomato.com/hyderabad/mandi-@-36-arabian-kitchen-gachibowli
1782,mahesh lunch home,49500,4,15048,$0.11,3,28,https://www.zomato.com/bangalore/mahesh-lunch-home-1-indiranagar-bangalore
1783,sayaji,74000,19,252,$0.85,10,57,https://www.zomato.com/indore/restaurants/in/sayaji-hotel-vijay-nagar
1784,sandwich near me,40500,5,8019,$0.18,3,26,https://www.zomato.com/sandwich-restaurants-near-me
1785,richmond circle,60500,12,742,$0,7,39,https://www.zomato.com/bangalore/richmond-road-restaurants
1786,rajasthan taj lake palace,49500,22,163,$0.15,45,49,https://www.zomato.com/udaipur/restaurants/in/taj-lake-palace-pichola
1787,pisco by the beach,33100,4,8019,$0,4,16,https://www.zomato.com/goa/pisco-by-the-beach-anjuna
1788,flavour,49500,18,559,$0.85,1,46,https://www.zomato.com/ncr/flavours-pitampura-delhi
1789,film nagar hyderabad,49500,19,212,$0.09,6,18,https://www.zomato.com/hyderabad/best-film-nagar-restaurants
1790,delhi airport terminal 2,49500,11,1267,$0,3,20,https://www.zomato.com/ncr/restaurants/in/terminal-2-departures-igi-airport-aerocity
1791,itc hotel chola chennai,49500,17,277,$0.81,23,41,https://www.zomato.com/chennai/restaurants/in/itc-grand-chola
1792,itc chola chennai,49500,16,371,$0.37,33,37,https://www.zomato.com/chennai/restaurants/in/itc-grand-chola
1793,hotel maurya,49500,20,277,$0.16,19,38,https://www.zomato.com/patna/spice-court-hotel-maurya-lodipur
1794,heritage village resort & spa manesar manesar,49500,27,108,$0.13,45,34,https://www.zomato.com/ncr/jharokha-heritage-village-resort-and-spa-manesar-gurgaon
1795,gurgaon sector 66,49500,11,1267,$0.36,6,29,https://www.zomato.com/ncr/sector-66-restaurants
1796,good flippin burgers,49500,6,4816,$0.10,3,24,https://www.zomato.com/mumbai/good-flippin-burgers-pali-hill-bandra-west
1797,block m,49500,29,103,$0.15,3,18,https://www.zomato.com/hi/ncr/restaurants/in/m-block-market-greater-kailash-2-gk2
1798,zomato offers code,49500,5,3262,$0.01,10,23,https://www.zomato.com/offer/nvbmK
1799,visakhapatnam dwaraka nagar,49500,9,1267,$0.17,5,30,https://www.zomato.com/visakhapatnam/dwaraka-nagar-restaurants
1800,sri krishna udupi,49500,30,103,$0.04,1,36,https://www.zomato.com/manipal/hotel-sri-krishna-pure-veg-restaurant-maruthi-veethika-udupi
1801,six mile,49500,16,450,$0.29,3,19,https://www.zomato.com/guwahati/michinga-six-mile
1802,sector 63 noida,40500,10,1267,$0.64,3,26,https://www.zomato.com/ncr/sector-63-noida-restaurants
1803,sayaji hotel indore madhya pradesh,49500,42,103,$0.30,26,29,https://www.zomato.com/indore/restaurants/in/sayaji-hotel-vijay-nagar
1804,royal garden,49500,19,292,$0.04,2,33,https://www.zomato.com/mumbai/royal-garden-resort-family-restaurant-bar-mira-road
1805,under neem tree,49500,4,8019,$0.13,3,22,https://www.zomato.com/ahmedabad/restaurants/in/under-the-neem-trees-bodakdev
1806,tulips grand,40500,5,8019,$0.12,10,34,https://www.zomato.com/hyderabad/hotel-tulips-grand-medipally
1807,the ritz carlton bangalore,49500,13,559,$0.95,11,34,https://www.zomato.com/bangalore/restaurants/in/the-ritz-carlton
1808,the filter coffee,40500,6,4816,$0.02,8,28,https://www.zomato.com/bangalore/the-filter-coffee-indiranagar-bangalore
1809,taj palace lake udaipur,40500,19,252,$0.33,37,50,https://www.zomato.com/udaipur/restaurants/in/taj-lake-palace-pichola
1810,taj lake palace,40500,23,212,$0.13,41,38,https://www.zomato.com/udaipur/restaurants/in/taj-lake-palace-pichola
1811,taj coromandel chennai,49500,5,4816,$0.38,15,32,https://www.zomato.com/chennai/restaurants/in/taj-coromandel-hotel-nungambakkam
1812,mahakal matka,49500,8,975,$0,1,32,https://www.zomato.com/id/mumbai/mahakal-matka-kulfi-kandivali-east/order?disableOpenApp=1&fsc=1&utm_source=google&utm_medium=zomato_amp&utm_campaign=19662647
1813,le meridien gurgaon delhi ncr,49500,28,103,$0.52,9,24,https://www.zomato.com/ncr/restaurants/in/le-meridien-gurgaon
1814,karachi bakery near me,49500,5,15048,$0.20,3,20,https://www.zomato.com/hyderabad/restaurants/karachi-bakery
1815,indian restaurants near me,49500,6,4816,$0.34,10,23,https://www.zomato.com/alwar/restaurants/north-indian
1816,hotel maurya patna,49500,13,742,$0.16,19,33,https://www.zomato.com/patna/spice-court-hotel-maurya-lodipur
1817,pvp square,40500,8,1673,$0,15,35,https://www.zomato.com/vijayawada/restaurants/in/pvp-square-mall-labbipet
1818,park square mall,49500,3,4816,$0,7,30,https://www.zomato.com/bangalore/restaurants/in/ascendas-park-square-whitefield
1819,pacific mall ghaziabad,40500,6,1673,$0.02,4,27,https://www.zomato.com/ncr/restaurants/in/pacific-mall-ghaziabad
1820,next galleria mall,74000,6,2321,$0,5,37,https://www.zomato.com/hyderabad/restaurants/in/next-galleria-mall-panjagutta
1821,new market in kolkata,49500,63,103,$0.04,1,20,https://www.zomato.com/kolkata/restaurants/in/axis-mall-new-town
1822,narapally,40500,13,742,$0.15,6,45,https://www.zomato.com/hyderabad/narapally-restaurants
1823,mantra mall,49500,4,3262,$0,4,34,https://www.zomato.com/hyderabad/restaurants/in/mantra-mall-attapur
1824,manesar heritage hotel,49500,10,742,$0.14,37,36,https://www.zomato.com/ncr/jharokha-heritage-village-resort-and-spa-manesar-gurgaon
1825,dwaraka nagar vizag,40500,11,975,$0,10,29,https://www.zomato.com/visakhapatnam/dwaraka-nagar-restaurants
1826,club o7,49500,9,1673,$0.10,6,34,https://www.zomato.com/ahmedabad/restaurants/in/club-o7-bopal
1827,chennai hotel taj coromandel,49500,8,3262,$0.60,18,40,https://www.zomato.com/chennai/restaurants/in/taj-coromandel-hotel-nungambakkam
1828,cafeteria open now near me,49500,6,8019,$0.05,14,34,https://www.zomato.com/raipur/restaurants/cafes
1829,cafes in bangalore,49500,8,3262,$0.27,7,30,https://www.zomato.com/bangalore/great-cafes
1830,burger farm,49500,6,8019,$0.19,2,33,https://www.zomato.com/jaipur/burger-farm-c-scheme
1831,hotel gcc club mira road,49500,8,2321,$0.19,15,37,https://www.zomato.com/mumbai/restaurants/in/gcc-hotel-club-mira-road
1832,guru sweet mart,40500,4,15048,$0,9,28,https://www.zomato.com/mysore/guru-sweet-mart-1-chamrajpura
1833,good restaurants bangalore,60500,4,15048,$0.29,3,32,https://www.zomato.com/bangalore/restaurants
1834,flavours,49500,7,4816,$0.99,1,45,https://www.zomato.com/hyderabad/flavours-begumpet
1835,fern hill sterling ooty,49500,17,292,$0.27,43,22,https://www.zomato.com/ooty/the-fern-sterling-ooty-fern-hill-fern-hill
1836,best restaurants in hyd,60500,4,15048,$0.05,6,31,https://www.zomato.com/hyderabad/restaurants
1837,akan hyderabad,40500,6,4816,$0.29,7,19,https://www.zomato.com/hyderabad/akan-hitech-city
1838,cafe near me open now,49500,4,15048,$0.23,12,23,https://www.zomato.com/bangalore/restaurants/cafes?open=now
1839,sattva knowledge city,49500,60,103,$1.07,7,30,https://www.zomato.com/hyderabad/salarpuria-restaurants
1840,runway 34 restaurant,49500,31,103,$0,1,23,https://www.zomato.com/bangalore/runway-27-kadubeesanahalli-bangalore
1841,road number 14,49500,34,103,$0.12,4,24,https://www.zomato.com/jaipur/rj-14-ep-tonk-road
1842,riva beach resort mandrem,49500,19,212,$0.12,45,33,https://www.zomato.com/goa/waterfront-riva-restaurant-mandrem
1843,tilak road in pune,49500,11,975,$0.16,5,18,https://www.zomato.com/pune/best-tilak-road-restaurants
1844,tilak road,33100,14,559,$0,4,29,https://www.zomato.com/pune/best-tilak-road-restaurants
1845,near me restaurants indian,49500,5,8019,$0.06,10,25,https://www.zomato.com/ncr/restaurants/north-indian
1846,mall of travancore,49500,17,277,$0,4,29,https://www.zomato.com/trivandrum/restaurants/in/mall-of-travancore-inchakki-kannanthura
1847,majestic in bangalore,40500,23,212,$0.36,1,24,https://www.zomato.com/bangalore/majestic-hotel-majestic
1848,magic moments vodka price,49500,20,212,$0,1,19,https://www.zomato.com/kolkata/restaurants/dish-magic-moments-vodka
1849,madhu vihar,49500,10,1673,$0.27,5,34,https://www.zomato.com/ncr/madhu-vihar-delhi-restaurants
1850,l'im,33100,11,1267,$0,1,41,https://www.zomato.com/pune/im-lion-1-baner
1851,rameshwaram cafe pune,40500,3,15048,$0.05,1,26,https://www.zomato.com/pune/the-rameshwaram-cafe-viman-nagar
1852,raj food,49500,4,3262,$0,1,28,https://www.zomato.com/mysore/raj-food-court-vijay-nagar
1853,pvp square vijayawada,49500,11,742,$0.18,6,22,https://www.zomato.com/vijayawada/restaurants/in/pvp-square-mall-labbipet
1854,pali hill,49500,8,4816,$0.13,4,34,https://www.zomato.com/mumbai/pali-hill-bandra-west-restaurants
1855,north indian,40500,10,975,$0,1,30,https://www.zomato.com/ncr/restaurants/north-indian
1856,fish & fries,49500,1,15048,$0.08,5,23,https://www.zomato.com/bangalore/fish-fries-restaurant-hsr
1857,fairmont udaipur,33100,74,103,$0.22,42,24,https://www.zomato.com/udaipur/dahaad-fairmont-udaipur-palace-fateh-sagar
1858,doolally taproom khar,22200,4,8019,$0.28,12,26,https://www.zomato.com/mumbai/doolally-taproom-khar
1859,dimsum,49500,8,4816,$0.89,1,45,https://www.zomato.com/bangalore/restaurants/dish-dimsum
1860,lal tibba,40500,13,975,$0.18,2,31,https://www.zomato.com/mussoorie/lal-tibba-landour
1861,itc grand chola,49500,23,133,$0.40,41,40,https://www.zomato.com/chennai/restaurants/in/itc-grand-chola
1862,indian hotel varanasi,49500,15,371,$0.25,94,18,https://www.zomato.com/varanasi/cafe-65-india-hotel-nadesar
1863,hyatt regency chandigarh,49500,15,450,$1.67,36,38,https://www.zomato.com/chandigarh/restaurants/in/hyatt-regency-chandigarh-industrial-area
1864,hotel taj coromandel,49500,5,4816,$0.60,18,39,https://www.zomato.com/chennai/restaurants/in/taj-coromandel-hotel-nungambakkam
1865,hotel itc grand chola,49500,11,975,$0.98,25,40,https://www.zomato.com/chennai/restaurants/in/itc-grand-chola
